date,close,volume,change,changePercent,changeOverTime
2016-06-20,207.85,82789603,0.0,0.0,0.0
2016-06-21,208.44,72461663,0.5900000000000031,0.0028,0.0028385855184020004
2016-06-22,208.1,95560471,-0.340000000000003,-0.0016,0.0012027904738990001
2016-06-23,210.81,102731356,2.710000000000008,0.013000000000000001,0.014241039210969001
2016-06-24,203.13,333444397,-7.680000000000007,-0.0364,-0.022708684147221003
2016-06-27,199.6,248988660,-3.530000000000001,-0.017400000000000002,-0.039692085638681006
2016-06-28,203.1997,159382399,3.599700000000013,0.018000000000000002,-0.022373346163098003
2016-06-29,206.66,137328614,3.460299999999989,0.017,-0.005725282655761
2016-06-30,209.475,165021948,2.814999999999997,0.013600000000000001,0.007818138080346001
2016-07-01,209.9208,106055333,0.445800000000019,0.0021000000000000003,0.009962954053403
2016-07-05,208.41,109803713,-1.510800000000017,-0.007200000000000001,0.0026942506615340004
2016-07-06,209.66,96021491,1.25,0.006,0.008708203031032001
2016-07-07,209.526,85593827,-0.13399999999998602,-0.0006000000000000001,0.008063507337021
2016-07-08,212.65,133970972,3.1239999999999952,0.0149,0.023093577098869
2016-07-11,213.4,73633937,0.75,0.0035,0.026701948520567002
2016-07-12,214.95,101275629,1.549999999999983,0.0073,0.034159249458744004
2016-07-13,214.92,87324129,-0.030000000000001,-0.0001,0.034014914601876
2016-07-14,216.12,91230870,1.200000000000017,0.0056,0.039788308876593
2016-07-15,215.83,107155401,-0.28999999999999204,-0.0013000000000000002,0.038393071926870005
2016-07-18,216.4092,58725918,0.5791999999999861,0.0027,0.041179696896800004
2016-07-19,216.19,54345728,-0.2192,-0.001,0.040125090209285
2016-07-20,217.085,58159457,0.8950000000000101,0.0041,0.044431080105845004
2016-07-21,216.265,67777310,-0.820000000000021,-0.0038,0.040485927351455
2016-07-22,217.24,62787477,0.9750000000000221,0.0045000000000000005,0.045176810199663006
2016-07-25,216.65,55873147,-0.5900000000000031,-0.0027,0.04233822468126
2016-07-26,216.75,70080493,0.09999999999999401,0.0005,0.042819340870820004
2016-07-27,216.52,84083893,-0.22999999999998902,-0.0011,0.041712773634832
2016-07-28,216.77,65035718,0.25,0.0012000000000000001,0.042915564108732006
2016-07-29,217.12,79519436,0.34999999999999404,0.0016,0.044599470772191
2016-08-01,216.94,73311422,-0.18000000000000602,-0.0008,0.043733461630983
2016-08-02,215.5492,92295506,-1.390799999999984,-0.0064,0.037042097666586005
2016-08-03,216.18,53993626,0.630799999999993,0.0029000000000000002,0.040076978590329
2016-08-04,216.4097,46585528,0.229699999999979,0.0011,0.041182102477748006
2016-08-05,218.18,71892161,1.7703000000000202,0.0082,0.04969930238152501
2016-08-08,218.05,39906479,-0.129999999999995,-0.0006000000000000001,0.049073851335097
2016-08-09,218.18,51251728,0.129999999999995,0.0006000000000000001,0.04969930238152501
2016-08-10,217.64,57941092,-0.54000000000002,-0.0025,0.047101274957902006
2016-08-11,218.65,72504270,1.010000000000019,0.0046,0.05196054847245601
2016-08-12,218.46,61313544,-0.189999999999997,-0.0009000000000000001,0.051046427712292
2016-08-15,219.09,49813482,0.629999999999995,0.0029000000000000002,0.054077459706519004
2016-08-16,217.96,53213621,-1.129999999999995,-0.005200000000000001,0.048640846764493005
2016-08-17,218.37,75134339,0.40999999999999603,0.0019,0.050613423141688006
2016-08-18,218.86,52989266,0.49000000000000904,0.0022,0.052970892470531
2016-08-19,218.54,75443004,-0.32000000000002105,-0.0015,0.05143132066394
2016-08-22,218.53,61368766,-0.009999999999990001,0.0,0.051383209044984
2016-08-23,218.97,53399159,0.43999999999999706,0.002,0.053500120279047006
2016-08-24,217.85,71728949,-1.120000000000004,-0.0051,0.048111618955977
2016-08-25,217.7,69224776,-0.15000000000000502,-0.0007,0.047389944671638005
2016-08-26,217.29,122506348,-0.40999999999999603,-0.0019,0.045417368294443004
2016-08-29,218.3608,70502167,1.070800000000019,0.0049,0.050569160452249004
2016-08-30,218.0,58114543,-0.360800000000011,-0.0017000000000000001,0.048833293240317
2016-08-31,217.38,85269453,-0.6200000000000041,-0.0028,0.045850372865046
2016-09-01,217.39,97844207,0.009999999999990001,0.0,0.045898484484002
2016-09-02,218.37,79293856,0.9800000000000181,0.0045000000000000005,0.050613423141688006
2016-09-06,219.0308,56702089,0.6607999999999941,0.003,0.053792638922299005
2016-09-07,219.01,76554855,-0.020800000000008003,-0.0001,0.053692566754871
2016-09-08,218.51,74102880,-0.5,-0.0023,0.05128698580707201
2016-09-09,213.28,221589073,-5.22999999999999,-0.0239,0.026124609093096003
2016-09-12,216.34,168110913,3.060000000000002,0.0143,0.040846764493625
2016-09-13,213.23,182828839,-3.110000000000013,-0.014400000000000001,0.025884050998316
2016-09-14,213.15,134185491,-0.079999999999984,-0.0004,0.025499158046668
2016-09-15,215.28,145736123,2.129999999999995,0.01,0.035746932884291004
2016-09-16,213.37,155236354,-1.9099999999999961,-0.0089,0.026557613663699003
2016-09-19,213.41,80250490,0.039999999999992,0.0002,0.026750060139523003
2016-09-20,213.42,69665279,0.009999999999990001,0.0,0.026798171758479
2016-09-21,215.82,110284425,2.400000000000005,0.0112,0.038344960307914004
2016-09-22,217.18,76678713,1.360000000000013,0.0063,0.04488814048592701
2016-09-23,215.99,73630921,-1.189999999999997,-0.0055000000000000005,0.039162857830166
2016-09-26,214.24,89827305,-1.75,-0.0081,0.030743324512869003
2016-09-27,215.57,78494829,1.329999999999984,0.006200000000000001,0.037142169834014006
2016-09-28,216.64,87411015,1.069999999999993,0.005,0.042290113062304006
2016-09-29,214.68,128070615,-1.959999999999979,-0.009000000000000001,0.032860235746932004
2016-09-30,216.3,117202914,1.620000000000004,0.007500000000000001,0.040654318017801006
2016-10-03,215.78,83512057,-0.52000000000001,-0.0024000000000000002,0.03815251383209
2016-10-04,214.68,119948052,-1.099999999999994,-0.0051,0.032860235746932004
2016-10-05,215.63,72815963,0.9499999999999881,0.0044,0.037430839547750006
2016-10-06,215.78,62927376,0.15000000000000502,0.0007,0.03815251383209
2016-10-07,215.04,89788255,-0.7400000000000091,-0.0034000000000000002,0.034592254029348006
2016-10-10,216.16,51855023,1.120000000000004,0.005200000000000001,0.039980755352417005
2016-10-11,213.43,130367373,-2.729999999999989,-0.0126,0.026846283377435002
2016-10-12,213.71,73866117,0.280000000000001,0.0013000000000000002,0.028193408708203003
2016-10-13,213.01,101356960,-0.700000000000017,-0.0033,0.024825595381284003
2016-10-14,213.12,93346237,0.110000000000013,0.0005,0.0253548231898
2016-10-17,212.38,58275674,-0.7400000000000091,-0.0035,0.021794563387057
2016-10-18,213.71,76869656,1.330000000000012,0.0063,0.028193408708203003
2016-10-19,214.28,66519224,0.5699999999999931,0.0027,0.030935770988693004
